Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6928,390,7252448379,True,6558.784367313473
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6928,390,7252448379,True,6558.784367313473
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,8369,955,7252448379,True,7511.814779064779
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6928,390,7252448379,True,6558.784367313473
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,8369,955,7252448379,True,7511.814779064779
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,2827,892,7252448379,True,2148.945684323743
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6928,390,7252448379,True,6558.784367313473
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,8369,955,7252448379,True,7511.814779064779
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,2827,892,7252448379,True,2148.945684323743
1-8,2025-01-10 12:40:57.988,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,3289,364,7252448379,True,2961.270462633452
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,410,7252448506,True,6463.154269972451
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,410,7252448506,True,6463.154269972451
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,8603,582,7252448506,True,8057.87795318454
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,410,7252448506,True,6463.154269972451
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,8603,582,7252448506,True,8057.87795318454
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP1,24:29:34:e2:4c:36,-68,3618,644,7252448506,True,3071.3101830126698
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,410,7252448506,True,6463.154269972451
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,8603,582,7252448506,True,8057.87795318454
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP1,24:29:34:e2:4c:36,-68,3618,644,7252448506,True,3071.3101830126698
1-8,2025-01-10 12:40:58.114,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,3123,446,7252448506,True,2732.7343793779773
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP2,24:29:34:e1:ef:d4,-80,7436,410,7252448630,True,7047.424929900587
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP2,24:29:34:e1:ef:d4,-80,7436,410,7252448630,True,7047.424929900587
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8682,289,7252448630,True,8402.310110355591
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP2,24:29:34:e1:ef:d4,-80,7436,410,7252448630,True,7047.424929900587
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8682,289,7252448630,True,8402.310110355591
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,4389,1698,7252448630,True,3164.6658452439624
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP2,24:29:34:e1:ef:d4,-80,7436,410,7252448630,True,7047.424929900587
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8682,289,7252448630,True,8402.310110355591
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,4389,1698,7252448630,True,3164.6658452439624
1-8,2025-01-10 12:40:58.238,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,4237,432,7252448630,True,3844.9708717070034
1-8,2025-01-10 12:40:58.360,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,6772,650,7252448752,True,6178.925357046618
1-8,2025-01-10 12:40:58.360,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,6772,650,7252448752,True,6178.925357046618
1-8,2025-01-10 12:40:58.360,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8877,320,7252448752,True,8568.134065456128
1-8,2025-01-10 12:40:58.360,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,6772,650,7252448752,True,6178.925357046618
1-8,2025-01-10 12:40:58.360,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8877,320,7252448752,True,8568.134065456128
1-8,2025-01-10 12:40:58.360,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,1850,1948,7252448752,True,901.1321748288574
1-8,2025-01-10 12:40:58.360,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,6772,650,7252448752,True,6178.925357046618
1-8,2025-01-10 12:40:58.360,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8877,320,7252448752,True,8568.134065456128
